,ID,Income,Term,Balance,Debt,Score,Default
614,686,44200,Long Term,1630,752,596.0,False
615,971,35300,Short Term,790,1479,,False
616,312,43000,Long Term,1420,0,1000.0,False
617,336,39400,Short Term,960,1471,641.0,False
618,31,41300,Long Term,1080,0,831.0,False
619,565,41400,Short Term,1330,0,883.0,False
620,293,41500,Long Term,1170,332,683.0,True
621,159,42000,Long Term,1510,0,875.0,False
622,568,39500,Short Term,1210,778,826.0,False
623,75,41900,Short Term,1410,1330,822.0,False
624,37,35700,Short Term,1120,650,624.0,False
625,78,45800,Long Term,1100,733,707.0,False
626,852,37300,Short Term,1280,1698,578.0,False
627,79,34700,Short Term,1710,0,288.0,False
628,541,32100,Short Term,1560,1448,296.0,False
629,4,42400,Long Term,1400,347,642.0,False
630,837,41800,Short Term,1400,0,771.0,False
631,970,40200,Long Term,1040,0,,False
632,788,42700,Short Term,1130,0,642.0,False
633,807,42600,Long Term,1330,219,686.0,False
634,779,36700,Short Term,1260,0,524.0,False
635,412,41300,Short Term,1280,0,787.0,False
636,241,35300,Long Term,770,0,873.0,False
637,1000,36700,Short Term,900,2235,413.0,False
638,174,33700,Short Term,910,424,551.0,False
639,56,37400,Short Term,1060,0,527.0,False
640,393,37200,Long Term,1620,0,952.0,True
641,458,29900,Short Term,1640,0,367.0,False
642,683,38200,Short Term,1610,0,,False
643,204,37500,Long Term,1660,733,528.0,False
644,227,39100,Short Term,1250,1010,292.0,False
645,267,33700,Short Term,930,989,747.0,False
646,57,34700,Short Term,970,220,524.0,False
647,395,42700,Short Term,1590,1621,687.0,False
648,38,35900,Long Term,1220,0,604.0,False
649,23,34500,Short Term,1060,0,743.0,False
650,101,55600,Long Term,1560,0,1000.0,False
651,28,38900,Short Term,1220,2554,392.0,False
652,253,39300,Long Term,1030,0,764.0,False
653,949,47000,Short Term,1370,1197,640.0,False
654,238,47500,Short Term,1430,2730,495.0,False
655,552,49400,Short Term,760,1104,902.0,False
656,904,32600,Short Term,860,1540,486.0,False
657,488,46300,Short Term,880,0,869.0,False
658,595,36000,Long Term,1510,0,290.0,False
659,58,44900,Short Term,1180,0,579.0,False
660,915,38400,Short Term,1650,30,921.0,False
661,277,28400,Long Term,1240,0,824.0,False
662,784,42100,Long Term,910,0,546.0,False
663,334,40400,Short Term,920,1323,392.0,False
664,783,35400,Short Term,1420,0,813.0,False
665,42,33300,Short Term,700,0,361.0,False
666,263,33500,Short Term,1630,893,633.0,False
667,131,42200,Short Term,1640,0,795.0,False
668,87,41300,Short Term,980,460,662.0,False
669,710,43400,Short Term,1170,1648,480.0,False
670,873,28700,Short Term,1020,0,733.0,False
671,309,23100,Long Term,1210,500,387.0,False
672,289,50600,Short Term,1540,0,463.0,False
673,195,41400,Short Term,1550,2389,474.0,False
674,750,48200,Long Term,1800,551,935.0,False
675,953,39900,Long Term,1460,0,954.0,False
676,6,40300,Short Term,1300,0,905.0,False
677,533,45800,Short Term,1700,0,982.0,False
678,385,32000,Short Term,1240,0,647.0,False
679,421,41300,Short Term,840,861,638.0,False
680,777,40100,Short Term,1370,0,726.0,False
681,919,42700,Short Term,840,0,748.0,False
682,605,37800,Short Term,1850,2788,279.0,True
683,381,45400,Long Term,1710,3566,326.0,True
684,401,45300,Short Term,1150,343,555.0,False
685,273,34100,Long Term,640,0,626.0,False
686,7,35000,Short Term,1500,395,403.0,False
687,413,39100,Short Term,1300,0,529.0,False
688,435,34000,Short Term,770,0,828.0,False
689,670,37500,Long Term,740,0,809.0,False
690,791,40900,Short Term,1130,573,604.0,False
691,708,41500,Short Term,1590,171,892.0,False
692,357,39200,Long Term,1630,790,714.0,True
693,220,42000,Long Term,1010,1423,492.0,False
694,151,38500,Long Term,1080,303,650.0,False
695,485,41500,Long Term,1050,0,549.0,False
696,991,35700,Short Term,770,478,701.0,False
697,214,35600,Long Term,1150,0,648.0,False
698,371,40500,Long Term,1670,28,691.0,False
699,209,46100,Long Term,1170,2682,598.0,False
700,586,45700,Short Term,1110,173,898.0,False
701,962,42900,Short Term,1550,0,837.0,False
702,66,38100,Short Term,1810,1599,685.0,False
703,742,42700,Long Term,1090,0,592.0,False
704,432,29100,Short Term,1730,325,640.0,False
705,755,40400,Short Term,1260,0,1000.0,False
706,462,39100,Long Term,1110,0,843.0,False
707,796,41300,Long Term,1340,0,996.0,False
708,671,30800,Short Term,1560,3018,199.0,True
709,532,38700,Short Term,1390,0,903.0,False
710,386,27500,Short Term,1330,1402,388.0,False
711,130,45700,Short Term,1270,0,821.0,False
712,314,42800,Long Term,1170,0,659.0,False
713,49,47900,Long Term,1080,1443,639.0,False
714,496,35900,Long Term,690,0,462.0,False
715,365,39800,Short Term,1570,991,520.0,False
716,551,34000,Short Term,710,0,756.0,False
717,149,36500,Long Term,1100,0,812.0,False
718,688,41200,Long Term,1230,0,842.0,False
719,854,30900,Long Term,1370,918,341.0,False
720,640,38800,Long Term,1350,197,873.0,False
721,360,36400,Short Term,1270,1367,498.0,False
722,746,43600,Short Term,1270,0,797.0,False
723,398,42800,Short Term,1460,0,692.0,False
724,972,35000,Long Term,1390,0,718.0,False
725,379,48400,Short Term,1080,946,422.0,False
726,578,28000,Long Term,1200,0,477.0,False
727,718,55100,Short Term,1690,3806,323.0,False
728,799,63700,Short Term,1170,1408,1000.0,False
729,695,67900,Long Term,1910,0,1000.0,False
730,222,46400,Long Term,1660,2341,989.0,False
731,692,50700,Long Term,1520,3336,649.0,False
732,136,63700,Long Term,2070,1771,1000.0,False
733,115,47300,Short Term,2080,0,831.0,False
734,51,58500,Long Term,1710,4835,804.0,False
735,300,63100,Short Term,2030,2860,976.0,False
736,655,54600,Short Term,1970,467,1000.0,False
737,247,50500,Short Term,1610,1613,649.0,False
738,744,63400,Short Term,1580,1468,902.0,False
739,547,62000,Short Term,2340,4155,782.0,False
740,549,59900,Long Term,1900,4502,627.0,False
741,536,55800,Long Term,1580,2584,1000.0,False
742,451,52400,Short Term,1740,0,1000.0,False
743,658,46100,Long Term,1730,0,865.0,False
744,717,58200,Short Term,2240,0,1000.0,False
745,629,62900,Short Term,1750,0,1000.0,False
746,603,61200,Short Term,1640,0,936.0,False
747,19,44800,Short Term,1450,2085,913.0,False
748,145,57800,Long Term,2500,1165,954.0,False
749,270,58600,Long Term,1270,3732,959.0,False
750,602,57800,Long Term,1790,2777,918.0,False
751,469,44800,Short Term,2530,2345,737.0,False
752,622,56200,Short Term,920,1995,1000.0,False
753,529,61700,Short Term,1450,3933,,False
754,598,58100,Short Term,1350,2264,878.0,False
755,855,51800,Short Term,1050,0,814.0,False
756,526,66200,Long Term,1700,0,1000.0,False
757,773,63700,Short Term,1630,1912,1000.0,False
758,317,64000,Short Term,2420,0,1000.0,False
759,439,61700,Long Term,1380,0,629.0,False
760,383,56300,Long Term,2020,2542,957.0,False
761,878,69500,Short Term,1060,2967,990.0,False
762,339,56000,Short Term,2160,0,1000.0,False
763,320,59900,Short Term,2120,5531,642.0,False
764,249,62300,Short Term,1390,0,822.0,False
765,871,56400,Long Term,2340,1291,946.0,False
766,154,76900,Short Term,1590,1085,828.0,False
767,502,56200,Short Term,1720,1482,945.0,False
768,543,61000,Long Term,1340,1867,861.0,False
769,733,60400,Long Term,1890,0,1000.0,False
770,433,53100,Long Term,820,0,777.0,False
771,969,53400,Short Term,2470,0,671.0,False
772,345,49600,Long Term,2250,72,1000.0,False
773,893,45800,Long Term,1600,0,915.0,False
774,899,53200,Long Term,1310,0,360.0,False
775,659,62500,Long Term,2100,1722,1000.0,False
776,734,60400,Long Term,1390,0,1000.0,False
777,772,54600,Short Term,1560,2621,664.0,False
778,333,66200,Short Term,1240,1816,1000.0,False
779,509,67600,Short Term,1240,0,851.0,False
780,965,59300,Long Term,2350,0,1000.0,False
781,179,65400,Long Term,2030,0,1000.0,False
782,390,65500,Long Term,1120,0,1000.0,False
783,230,53900,Short Term,1160,1874,930.0,False
784,803,52100,Long Term,1690,2241,934.0,False
785,524,57300,Long Term,1360,7279,102.0,True
786,255,64500,Short Term,1960,4494,607.0,False
787,9,76500,Short Term,4860,0,1000.0,False
788,875,78500,Long Term,4160,7612,902.0,False
789,911,73500,Long Term,6020,4513,512.0,False
790,857,86000,Short Term,5570,8826,837.0,False
791,738,81800,Long Term,3750,0,1000.0,False
792,442,78700,Long Term,4220,2561,1000.0,False
793,125,68700,Short Term,5350,6397,839.0,False
794,186,79800,Short Term,3770,7300,881.0,False
795,235,78400,Short Term,4320,0,1000.0,False
796,545,76600,Long Term,5110,5761,943.0,False
797,770,61700,Short Term,4920,0,1000.0,False
798,753,82100,Short Term,5720,0,1000.0,False
799,790,75300,Long Term,4210,0,1000.0,False
800,29,81900,Long Term,3020,7620,818.0,False
801,226,79900,Short Term,3720,12891,0.0,True
802,305,43200,Long Term,1340,0,684.0,False
803,898,11800,Long Term,1070,0,193.0,True
804,570,61800,Long Term,1110,1565,585.0,True
805,967,33900,Long Term,1600,0,590.0,False
806,928,31400,Long Term,1310,0,888.0,False
807,739,44000,Short Term,1770,1950,58.0,False
808,341,32100,Long Term,1880,0,645.0,False
809,100,30200,Long Term,1810,0,557.0,False
810,63,46300,Long Term,1680,1159,292.0,False
811,465,29900,Long Term,2190,1071,453.0,False
812,72,33200,Short Term,690,570,564.0,False
813,636,26900,Long Term,2080,3318,125.0,True
814,183,28400,Long Term,2550,1365,421.0,False
815,983,29100,Long Term,990,1258,441.0,False
816,188,46000,Long Term,2060,1855,649.0,False
817,698,37600,Long Term,1000,695,830.0,False
818,282,34900,Short Term,730,0,762.0,False
819,219,31400,Long Term,1080,0,829.0,False
820,530,38500,Long Term,1620,0,875.0,False
821,208,34800,Long Term,720,0,777.0,False
822,935,43700,Long Term,1680,0,856.0,False
823,876,44000,Long Term,1550,0,950.0,False
824,242,22400,Short Term,1040,1228,292.0,False
825,942,51700,Long Term,970,6409,92.0,True
826,589,44200,Long Term,810,293,908.0,False
827,271,34200,Long Term,1320,0,928.0,False
828,173,24100,Long Term,1060,0,459.0,False
829,440,37800,Short Term,1760,1094,762.0,False
830,938,39500,Long Term,1170,0,909.0,False
831,861,30900,Short Term,1580,2840,171.0,True
832,609,35700,Long Term,2380,0,740.0,False
833,269,24200,Long Term,890,0,629.0,False
834,990,29300,Long Term,1040,2265,192.0,True
835,76,44000,Short Term,1240,0,933.0,False
836,890,28100,Long Term,2110,492,492.0,False
837,802,23900,Short Term,640,0,452.0,False
838,233,34900,Short Term,1600,1386,560.0,False
839,829,33700,Short Term,1960,0,884.0,False
840,464,24200,Long Term,1880,0,455.0,False
841,575,36100,Short Term,1570,0,984.0,False
842,324,23500,Long Term,1310,0,461.0,False
843,521,24800,Short Term,1490,1558,340.0,False
844,813,36400,Long Term,2330,790,768.0,False
845,160,27700,Long Term,980,0,776.0,False
846,181,40700,Long Term,1000,0,664.0,False
847,96,26300,Long Term,1760,0,489.0,False
848,762,29200,Long Term,1500,0,755.0,False
849,516,36200,Short Term,1510,0,812.0,False
850,627,27000,Short Term,1510,0,436.0,False
851,71,30000,Long Term,1270,3779,52.0,True
852,932,42500,Long Term,1550,0,779.0,False
853,39,36400,Long Term,1830,3032,360.0,True
854,283,42200,Long Term,1500,2498,417.0,False
855,847,30800,Long Term,1190,2355,177.0,True
